Model,Dataset,Predicted Probability
LGBM Basic,Train,1.2406317497939113e-05
LGBM Basic,Train,1.3326909734325447e-06
LGBM Basic,Train,0.018909205412971607
LGBM Basic,Train,0.0036607605461918638
LGBM Basic,Train,0.00029908709574671645
LGBM Basic,Train,4.711364164352499e-06
LGBM Basic,Train,0.0012118620953035658
LGBM Basic,Train,0.8569178866019228
LGBM Basic,Train,2.3662074959305756e-05
LGBM Basic,Train,9.858314203412895e-05
LGBM Basic,Train,4.5614908968041996e-05
LGBM Basic,Train,0.0036802381765278806
LGBM Basic,Train,0.0005448052420880628
LGBM Basic,Train,6.882658961886277e-08
LGBM Basic,Train,0.0003348660006209756
LGBM Basic,Train,0.001804103488044155
LGBM Basic,Train,7.1594782331271735e-06
LGBM Basic,Train,0.8764292556169795
LGBM Basic,Train,0.0009189098524997047
LGBM Basic,Train,7.0495379883922e-06
LGBM Basic,Train,0.006848943571101173
LGBM Basic,Train,0.000791269442131672
LGBM Basic,Train,0.004281260819443515
LGBM Basic,Train,0.0014739357061649891
LGBM Basic,Train,0.0008422292557795428
LGBM Basic,Train,0.007070655937159129
LGBM Basic,Train,0.009578228280508812
LGBM Basic,Train,0.00024177479433141452
LGBM Basic,Train,5.134532502924808e-06
LGBM Basic,Train,3.098065344143041e-05
LGBM Basic,Train,0.010790165438205886
LGBM Basic,Train,7.197516761699297e-05
LGBM Basic,Train,0.005134899310814864
LGBM Basic,Train,0.00017575728285253758
LGBM Basic,Train,7.753908992174142e-05
LGBM Basic,Train,3.689505591224295e-05
LGBM Basic,Train,0.0008862409396564139
LGBM Basic,Train,1.6734053322212382e-07
LGBM Basic,Train,0.005504047772455374
LGBM Basic,Train,2.0552554935865278e-05
LGBM Basic,Train,6.89739211922859e-05
LGBM Basic,Train,0.005885892383983801
LGBM Basic,Train,0.0005282170165190486
LGBM Basic,Train,7.512418563894244e-05
LGBM Basic,Train,0.0006000932209199306
LGBM Basic,Train,5.3433449303204025e-05
LGBM Basic,Train,1.7392085275258184e-05
LGBM Basic,Train,4.653603151314159e-05
LGBM Basic,Train,7.810268537616848e-07
LGBM Basic,Train,5.657916477243721e-06
LGBM Basic,Train,0.020210100065226527
LGBM Basic,Train,0.010090666574491184
LGBM Basic,Train,0.00017184281730064978
LGBM Basic,Train,0.0030932303763160996
LGBM Basic,Train,0.0001162939966355337
LGBM Basic,Train,3.4768607381696944e-06
LGBM Basic,Train,3.2415254839443834e-07
LGBM Basic,Train,0.000436887970213049
LGBM Basic,Train,1.074229223006165e-05
LGBM Basic,Train,0.0103289158612652
LGBM Basic,Train,0.9023291136484176
LGBM Basic,Train,0.0003601563431093076
LGBM Basic,Train,0.005482836974275036
LGBM Basic,Train,8.194123957171256e-05
LGBM Basic,Train,0.005709069786846213
LGBM Basic,Train,0.00019303518875140007
LGBM Basic,Train,0.005316102564970399
LGBM Basic,Train,0.00021255391308741496
LGBM Basic,Train,0.0022719840624405704
LGBM Basic,Train,7.411882880282631e-05
LGBM Basic,Train,0.000998214167859202
LGBM Basic,Train,0.00010061770877071523
LGBM Basic,Train,0.0004514404323551873
LGBM Basic,Train,0.052462016297395345
LGBM Basic,Train,1.2574736277253964e-05
LGBM Basic,Train,7.098263244304362e-07
LGBM Basic,Train,1.8752601666849954e-05
LGBM Basic,Train,4.6966130020377674e-05
LGBM Basic,Train,0.003921353480330309
LGBM Basic,Train,0.00013257551984234691
LGBM Basic,Train,4.6619053416832837e-07
LGBM Basic,Train,9.702446539433793e-05
LGBM Basic,Train,0.009521494618975406
LGBM Basic,Train,4.707388443131567e-05
LGBM Basic,Train,4.9633186848158044e-05
LGBM Basic,Train,0.8646706349428829
LGBM Basic,Train,0.0011730887545083888
LGBM Basic,Train,0.000389726743221255
LGBM Basic,Train,0.0006626656563030322
LGBM Basic,Train,0.03078119592671697
LGBM Basic,Train,1.6587281619854668e-06
LGBM Basic,Train,0.00015885581699789375
LGBM Basic,Train,0.0001246403937061971
LGBM Basic,Train,8.500563490237978e-05
LGBM Basic,Train,0.001487651647351581
LGBM Basic,Train,2.0723866719227195e-05
LGBM Basic,Train,2.1223122523301154e-06
LGBM Basic,Train,0.0030065616932782027
LGBM Basic,Train,5.40068121787009e-05
LGBM Basic,Train,0.00010061595027030087
LGBM Basic,Train,3.6160892264133738e-06
LGBM Basic,Train,1.8618458296011154e-05
LGBM Basic,Train,4.9633186848158044e-05
LGBM Basic,Train,7.558646527913911e-05
LGBM Basic,Train,0.0003620432004257808
LGBM Basic,Train,5.6210862047805584e-06
LGBM Basic,Train,2.6018453438378104e-05
LGBM Basic,Train,0.002656078363027862
LGBM Basic,Train,7.344244613214806e-05
LGBM Basic,Train,0.00924038571316639
LGBM Basic,Train,2.8672753417591447e-06
LGBM Basic,Train,2.47389154854503e-05
LGBM Basic,Train,1.3017889945254108e-06
LGBM Basic,Train,3.855307205170695e-05
LGBM Basic,Train,1.5535537617394633e-05
LGBM Basic,Train,8.032371704523491e-06
LGBM Basic,Train,6.596661250684222e-06
LGBM Basic,Train,0.011943116656586351
LGBM Basic,Train,0.004862529898330236
LGBM Basic,Train,0.00023203515326054725
LGBM Basic,Train,1.0492376279549694e-06
LGBM Basic,Train,0.0009492797259423831
LGBM Basic,Train,0.0002765191167015199
LGBM Basic,Train,1.4692617091138001e-05
LGBM Basic,Train,5.365096659407006e-06
LGBM Basic,Train,0.0006000932209199306
LGBM Basic,Train,0.00212278884282097
LGBM Basic,Train,5.139470450069289e-06
LGBM Basic,Train,1.9543001464300363e-05
LGBM Basic,Train,3.281299597726224e-05
LGBM Basic,Train,0.000140310686788554
LGBM Basic,Train,0.014174889677655764
LGBM Basic,Train,0.0016270023094063638
LGBM Basic,Train,0.0017979154322563533
LGBM Basic,Train,0.00195628649137828
LGBM Basic,Train,0.00032166929916230567
LGBM Basic,Train,1.7024647926476335e-05
LGBM Basic,Train,0.011400388231569266
LGBM Basic,Train,0.00028132990972666203
LGBM Basic,Train,0.00371225913382056
LGBM Basic,Train,3.0122943676294695e-06
LGBM Basic,Train,0.000384482958639767
LGBM Basic,Train,2.4511165711366873e-05
LGBM Basic,Train,8.583494018819643e-05
LGBM Basic,Train,2.842227117728249e-05
LGBM Basic,Train,0.8201144287046559
LGBM Basic,Train,3.060696212630133e-06
LGBM Basic,Train,3.642453748449913e-06
LGBM Basic,Train,2.04663370590227e-05
LGBM Basic,Train,1.1501788977041596e-05
LGBM Basic,Train,9.0364265771951e-05
LGBM Basic,Train,3.4627231823554963e-06
LGBM Basic,Train,0.0011750276473181953
LGBM Basic,Train,4.457704348016376e-05
LGBM Basic,Train,8.54802923960691e-06
LGBM Basic,Train,5.11353173499699e-05
LGBM Basic,Train,0.0013935892677211094
LGBM Basic,Train,0.0012546335180327473
LGBM Basic,Train,0.044132153107498864
LGBM Basic,Train,2.8225252651491266e-06
LGBM Basic,Train,3.876786819304008e-06
LGBM Basic,Train,0.000477144671131154
LGBM Basic,Train,2.1463536019293358e-05
LGBM Basic,Train,0.0008763138299464165
LGBM Basic,Train,0.94852569396289
LGBM Basic,Train,0.001422284281208564
LGBM Basic,Train,9.428219396637767e-05
LGBM Basic,Train,1.9853680801705102e-05
LGBM Basic,Train,0.00017936011567725642
LGBM Basic,Train,7.280451610992457e-06
LGBM Basic,Train,5.296816262712619e-06
LGBM Basic,Train,0.0007179399457279492
LGBM Basic,Train,1.185407012096271e-05
LGBM Basic,Train,0.0008117875264942063
LGBM Basic,Train,0.00011609023405720475
LGBM Basic,Train,1.0426336474128385e-06
LGBM Basic,Train,6.566643151913206e-05
LGBM Basic,Train,5.354990172541306e-05
LGBM Basic,Train,0.0015539744696646237
LGBM Basic,Train,0.00021562707046273862
LGBM Basic,Train,1.3217308511806755e-05
LGBM Basic,Train,4.424245367381711e-06
LGBM Basic,Train,2.4788967634369025e-06
LGBM Basic,Train,0.0001512770221670682
LGBM Basic,Train,1.1287234927660484e-05
LGBM Basic,Train,5.989597657016571e-05
LGBM Basic,Train,1.1328772468174957e-05
LGBM Basic,Train,5.128488129534619e-05
LGBM Basic,Train,1.2226418426112323e-05
LGBM Basic,Train,0.0167203780545576
LGBM Basic,Train,0.00011193734626749455
LGBM Basic,Train,0.002204077056508071
LGBM Basic,Train,0.012359198648573997
LGBM Basic,Train,7.176605150177271e-06
LGBM Basic,Train,0.0011233600326189014
LGBM Basic,Train,0.0014838895992457684
LGBM Basic,Train,2.3074037719766783e-05
LGBM Basic,Train,0.00035159881557143293
LGBM Basic,Train,0.0019104968574643131
LGBM Basic,Train,6.602517132264605e-07
LGBM Basic,Train,0.00017538063051221567
LGBM Basic,Train,5.3569829403544036e-05
LGBM Basic,Train,1.5389715875741242e-05
LGBM Basic,Train,1.6934573639377682e-05
LGBM Basic,Train,1.1570841045757523e-06
LGBM Basic,Train,0.0009719897243802503
LGBM Basic,Train,1.754007870657677e-05
LGBM Basic,Train,3.586638092669108e-05
LGBM Basic,Train,0.004312940102272306
LGBM Basic,Train,0.00019813016066630378
LGBM Basic,Train,4.560617414175971e-06
LGBM Basic,Train,0.0009371985375830247
LGBM Basic,Train,0.0009993724939339824
LGBM Basic,Train,0.013729042413613397
LGBM Basic,Train,2.3064570597376617e-05
LGBM Basic,Train,0.005406154120996216
LGBM Basic,Train,0.043367520739938506
LGBM Basic,Train,0.0026356476566002833
LGBM Basic,Train,2.5316088269158336e-05
LGBM Basic,Train,0.006187022800091674
LGBM Basic,Train,2.5191625510011454e-06
LGBM Basic,Train,0.0003029533807638751
LGBM Basic,Train,7.356080750276174e-06
LGBM Basic,Train,1.5239269311492663e-05
LGBM Basic,Train,0.00010031245359485433
LGBM Basic,Train,0.0005231139904169432
LGBM Basic,Train,4.919732940780516e-06
LGBM Basic,Train,0.0006828912523096252
LGBM Basic,Train,0.02246870269782349
LGBM Basic,Train,1.892418758980289e-05
LGBM Basic,Train,1.2003173145107356e-06
LGBM Basic,Train,0.0003519036226534525
LGBM Basic,Train,0.00013471885054687033
LGBM Basic,Train,0.0007283017055829782
LGBM Basic,Train,5.806160557300293e-05
LGBM Basic,Train,0.007051946846674346
LGBM Basic,Train,0.8413601136404029
LGBM Basic,Train,0.005539326045868738
LGBM Basic,Train,7.249909664125085e-06
LGBM Basic,Train,2.596085749266437e-05
LGBM Basic,Train,3.818535960719634e-06
LGBM Basic,Train,2.0030994913303767e-05
LGBM Basic,Train,4.4775353938006694e-05
LGBM Basic,Train,7.790260138269914e-06
LGBM Basic,Train,6.106312689795885e-05
LGBM Basic,Train,1.5855710938872917e-05
LGBM Basic,Train,2.1526884993796952e-05
LGBM Basic,Train,2.5783133207279663e-05
LGBM Basic,Train,4.419680603002741e-05
LGBM Basic,Train,1.5307079954985908e-05
LGBM Basic,Train,8.730653700285437e-05
LGBM Basic,Train,2.754708463570588e-06
LGBM Basic,Train,4.712086555875457e-05
LGBM Basic,Train,0.0008334809548237388
LGBM Basic,Train,0.00029644966588764397
LGBM Basic,Train,3.8979343972416374e-05
LGBM Basic,Train,0.00012480963889201056
LGBM Basic,Train,9.653648599188911e-06
LGBM Basic,Train,1.818262523309852e-05
LGBM Basic,Train,1.543051262515335e-05
LGBM Basic,Train,6.134988763360861e-05
LGBM Basic,Train,0.004303909123343087
LGBM Basic,Train,0.0001830553758065364
LGBM Basic,Train,0.9783476401381195
LGBM Basic,Train,1.8710744265567347e-05
LGBM Basic,Train,0.004049362909239253
LGBM Basic,Train,1.1274395856985454e-05
LGBM Basic,Train,0.0012620536024569614
LGBM Basic,Train,7.50739080379017e-05
LGBM Basic,Train,2.2342682686918946e-05
LGBM Basic,Train,0.00012960178518280882
LGBM Basic,Train,0.002695956720964364
LGBM Basic,Train,0.001774086816548137
LGBM Basic,Train,7.013779778621276e-06
LGBM Basic,Train,0.009174362181102649
LGBM Basic,Train,7.040062621276411e-07
LGBM Basic,Train,2.5366154967484225e-06
LGBM Basic,Train,7.47225855282084e-05
LGBM Basic,Train,1.072546331805726e-06
LGBM Basic,Train,1.1378135037619103e-05
LGBM Basic,Train,2.01705007878931e-06
LGBM Basic,Train,0.07365645312035686
LGBM Basic,Train,3.0258000895918977e-05
LGBM Basic,Train,1.9814022366729552e-05
LGBM Basic,Train,0.034461380990950086
LGBM Basic,Train,3.695360929169068e-05
LGBM Basic,Train,0.001261887140475667
LGBM Basic,Train,0.015913636689116977
LGBM Basic,Train,2.1799681465595873e-05
LGBM Basic,Train,9.047311307537034e-05
LGBM Basic,Train,2.362239477414463e-05
LGBM Basic,Train,0.00015167059998901495
LGBM Basic,Train,4.9742469273822315e-05
LGBM Basic,Train,0.0004921310671319099
LGBM Basic,Train,3.900401351997204e-05
LGBM Basic,Train,4.621722892405798e-05
LGBM Basic,Train,1.022445065221201e-05
LGBM Basic,Train,0.004735862103379764
LGBM Basic,Train,0.0031681920825404808
LGBM Basic,Train,3.6358149376586167e-06
LGBM Basic,Train,0.00414288711072359
LGBM Basic,Train,0.00018598891494878676
LGBM Basic,Train,8.800481206397741e-06
LGBM Basic,Train,1.0875494814063936e-05
LGBM Basic,Train,0.0011291444803025472
LGBM Basic,Train,6.255354668555141e-05
LGBM Basic,Train,0.048074160284136
LGBM Basic,Train,0.00019622515750319187
LGBM Basic,Train,0.0005975856611468456
LGBM Basic,Train,1.6591006943302688e-05
LGBM Basic,Train,0.00010605826829715917
LGBM Basic,Train,5.365096659407006e-06
LGBM Basic,Train,1.0088948477724775e-07
LGBM Basic,Train,4.6555798312263575e-05
LGBM Basic,Train,0.0022371340112233976
LGBM Basic,Train,0.0003406620290480809
LGBM Basic,Train,0.0011645247219726831
LGBM Basic,Train,1.6927735495406172e-05
LGBM Basic,Train,0.0056840948404188515
LGBM Basic,Train,6.10046017536058e-05
LGBM Basic,Train,0.001947411402380808
LGBM Basic,Train,0.06888578921170695
LGBM Basic,Train,3.818685141193003e-06
LGBM Basic,Train,1.9041730148552045e-05
LGBM Basic,Train,3.400471354864518e-05
LGBM Basic,Train,8.915882644960186e-06
LGBM Basic,Train,0.027010854353290967
LGBM Basic,Train,4.46204455256726e-06
LGBM Basic,Train,0.00010524000201994792
LGBM Basic,Train,0.007585572920220333
LGBM Basic,Train,8.125939075929971e-06
LGBM Basic,Train,5.038589640966273e-05
LGBM Basic,Train,9.015713374515988e-06
LGBM Basic,Train,4.499388004688924e-06
LGBM Basic,Train,1.4692264356331312e-05
LGBM Basic,Train,0.006880342901179652
LGBM Basic,Train,0.006190128604615927
LGBM Basic,Train,0.0019209900609517864
LGBM Basic,Train,0.00017407111224561564
LGBM Basic,Train,5.4237279159169694e-05
LGBM Basic,Train,3.629148049310466e-06
LGBM Basic,Train,8.194103817341511e-07
LGBM Basic,Train,0.0005241773650224206
LGBM Basic,Train,0.0014808995530875143
LGBM Basic,Train,2.008389436717381e-05
LGBM Basic,Train,0.06494114499738524
LGBM Basic,Train,2.875685086025599e-06
LGBM Basic,Train,1.0994677811421307e-05
LGBM Basic,Train,0.00016422378466886655
LGBM Basic,Train,0.00013932600619750158
LGBM Basic,Train,0.00028241278334080954
LGBM Basic,Train,3.2415254839443834e-07
LGBM Basic,Train,9.689816998994186e-05
LGBM Basic,Train,3.985511255119059e-06
LGBM Basic,Train,5.493003824779506e-07
LGBM Basic,Train,7.134037742294083e-06
LGBM Basic,Train,1.6132515515207887e-06
LGBM Basic,Train,0.00037838243890824576
LGBM Basic,Train,1.0536923899326032e-07
LGBM Basic,Train,0.005968057411499131
LGBM Basic,Train,8.33027406284474e-06
LGBM Basic,Train,0.0033631961616387624
LGBM Basic,Train,2.138375373422645e-06
LGBM Basic,Train,3.082050712539524e-05
LGBM Basic,Train,0.002735065192277604
LGBM Basic,Train,0.9217261038124936
LGBM Basic,Train,3.232355252735453e-05
LGBM Basic,Train,0.01381124550631378
LGBM Basic,Train,3.967543585115239e-06
LGBM Basic,Train,0.008905984413143516
LGBM Basic,Train,6.275193902160457e-06
LGBM Basic,Train,3.259929960186971e-05
LGBM Basic,Train,3.712179115396371e-05
LGBM Basic,Train,2.4011803283538124e-05
LGBM Basic,Train,0.010624372156639606
LGBM Basic,Train,9.452843722697895e-06
LGBM Basic,Train,0.015451547168158868
LGBM Basic,Train,0.00019622515750319187
LGBM Basic,Train,2.8232241117554846e-06
LGBM Basic,Train,7.758947006611622e-05
LGBM Basic,Train,0.00033986609064191913
LGBM Basic,Train,0.9486230466777765
LGBM Basic,Train,0.0005083656345822125
LGBM Basic,Train,6.58507620514381e-05
LGBM Basic,Train,0.010133377112068607
LGBM Basic,Train,0.00043104298273648564
LGBM Basic,Train,0.0008508872679966693
LGBM Basic,Train,1.5671572718273434e-06
LGBM Basic,Train,0.0001328355731242389
LGBM Basic,Train,0.00016928134616605821
LGBM Basic,Train,7.168818709161185e-05
LGBM Basic,Train,2.5191625510011454e-06
LGBM Basic,Train,0.006800259780289365
LGBM Basic,Train,0.0001542859534648128
LGBM Basic,Train,5.9808883277536704e-05
LGBM Basic,Train,3.068823656472007e-06
LGBM Basic,Train,0.020851432096535037
LGBM Basic,Train,0.9064589793419805
LGBM Basic,Train,0.00022530521289733073
LGBM Basic,Train,5.616702432190954e-05
LGBM Basic,Train,0.0002577401439884316
LGBM Basic,Train,0.0024161077721804917
LGBM Basic,Train,1.5286714600159136e-05
LGBM Basic,Train,0.004442170418638246
LGBM Basic,Train,0.038411041075721235
LGBM Basic,Train,2.9575476213569637e-06
LGBM Basic,Train,7.992445958172414e-07
LGBM Basic,Train,5.754048624202483e-05
LGBM Basic,Train,3.6239932315904256e-06
LGBM Basic,Train,0.04236231486631045
LGBM Basic,Train,1.7445779672270227e-05
LGBM Basic,Train,0.0011814013958188255
LGBM Basic,Train,1.5528437887215512e-06
LGBM Basic,Train,0.0007204707231152628
LGBM Basic,Train,0.035843828855895515
LGBM Basic,Train,0.00016354757786203359
LGBM Basic,Train,3.713276628710356e-07
LGBM Basic,Train,0.0009833384501333046
LGBM Basic,Train,0.00034135656623363384
LGBM Basic,Train,0.01233686469722537
LGBM Basic,Train,2.079331365858848e-06
LGBM Basic,Train,0.0003456758144792979
LGBM Basic,Train,0.0012993034173181502
LGBM Basic,Train,0.014507294881668676
LGBM Basic,Train,8.508673485087833e-05
LGBM Basic,Train,0.00022970763917373513
LGBM Basic,Train,0.026551652568124785
LGBM Basic,Train,9.317640902575106e-06
LGBM Basic,Train,9.812486778440314e-06
LGBM Basic,Train,0.00022708890839053157
LGBM Basic,Train,2.7063246785059393e-05
LGBM Basic,Train,5.3346053795471326e-05
LGBM Basic,Train,0.0020669406521218042
LGBM Basic,Train,0.0030724025943913587
LGBM Basic,Train,0.0004898098206591153
LGBM Basic,Train,0.0012980880013621326
LGBM Basic,Train,7.753908992174142e-05
LGBM Basic,Train,0.0020894766669879894
LGBM Basic,Train,0.0443937054651197
LGBM Basic,Train,1.1247555739526327e-06
LGBM Basic,Train,3.848338956223894e-05
LGBM Basic,Train,9.541830596066322e-06
LGBM Basic,Train,0.0017692211637818827
LGBM Basic,Train,0.001982681384432115
LGBM Basic,Train,0.001053191869266484
LGBM Basic,Train,2.392642241794732e-05
LGBM Basic,Train,2.2256524236453823e-05
LGBM Basic,Train,0.00015385526029993387
LGBM Basic,Train,0.0008249318295204042
LGBM Basic,Train,8.499799865610306e-06
LGBM Basic,Train,0.0012670272957595533
LGBM Basic,Train,6.704241221803363e-05
LGBM Basic,Train,2.2071163260287883e-05
LGBM Basic,Train,4.780907251746569e-06
LGBM Basic,Train,3.733460995457442e-05
LGBM Basic,Train,6.944163340617143e-05
LGBM Basic,Train,0.0003616611382254195
LGBM Basic,Train,1.5395824962991434e-05
LGBM Basic,Train,0.00559634997062206
LGBM Basic,Train,9.285032947924874e-07
LGBM Basic,Train,2.5357736197945076e-06
LGBM Basic,Train,0.0013051539568109144
LGBM Basic,Train,0.00018507292386288056
LGBM Basic,Train,8.991931099699383e-05
LGBM Basic,Train,0.0003213507052844081
LGBM Basic,Train,6.176780984929077e-05
LGBM Basic,Train,0.004444031644850671
LGBM Basic,Train,0.0007571806000688384
LGBM Basic,Train,1.2534574986084163e-06
LGBM Basic,Train,0.00010369101507586092
LGBM Basic,Train,7.1594782331271735e-06
LGBM Basic,Train,0.0019548092051585517
LGBM Basic,Train,0.8284958827850585
LGBM Basic,Train,5.000783844531633e-06
LGBM Basic,Train,6.7957883506237005e-06
LGBM Basic,Train,0.0011092361505153415
LGBM Basic,Train,4.958793880674544e-06
LGBM Basic,Train,5.0803195089928864e-06
LGBM Basic,Train,1.2218286010701194e-07
LGBM Basic,Train,0.0001564068082043732
LGBM Basic,Train,0.017621957698999987
LGBM Basic,Train,9.056314875664523e-06
LGBM Basic,Train,0.009025450311887024
LGBM Basic,Train,6.627302574417957e-07
LGBM Basic,Train,0.005708917265371116
LGBM Basic,Train,2.6134702905958035e-06
LGBM Basic,Train,0.013142079442998207
LGBM Basic,Train,0.0025155687258448154
LGBM Basic,Train,1.7940104939586255e-06
LGBM Basic,Train,0.0004471458385766014
LGBM Basic,Train,1.8662440470847705e-06
LGBM Basic,Train,6.375426619386212e-06
LGBM Basic,Train,0.004792510498882441
LGBM Basic,Train,0.00063325983575586
LGBM Basic,Train,0.0039227627994208696
LGBM Basic,Train,0.0005955950806672543
LGBM Basic,Train,0.04957519684461594
LGBM Basic,Train,0.001735013214605677
LGBM Basic,Train,8.315714303925574e-07
LGBM Basic,Train,5.081815060243747e-07
LGBM Basic,Train,2.9058754398702055e-05
LGBM Basic,Train,0.001056966100869793
LGBM Basic,Train,7.576456435353896e-05
LGBM Basic,Train,0.005421806656532351
LGBM Basic,Train,5.472835856477317e-05
LGBM Basic,Train,8.209504157683401e-05
LGBM Basic,Train,0.0004502111336009573
LGBM Basic,Train,2.1461817222933625e-06
LGBM Basic,Train,0.007966982475011802
LGBM Basic,Train,0.023108476465372577
LGBM Basic,Train,4.179271685902544e-05
LGBM Basic,Train,0.00011435163334879252
LGBM Basic,Train,0.0001993656233750881
LGBM Basic,Train,4.5446751050361624e-05
LGBM Basic,Train,2.2873338521298144e-05
LGBM Basic,Train,7.004783049669348e-06
LGBM Basic,Train,9.497165870345024e-06
LGBM Basic,Train,2.227433032987361e-05
LGBM Basic,Train,0.0032130052155972875
LGBM Basic,Train,0.011325155946260483
LGBM Basic,Train,0.0005781326671827528
LGBM Basic,Train,0.020536519068981678
LGBM Basic,Train,3.9007801286409214e-05
LGBM Basic,Train,7.962641904618951e-06
LGBM Basic,Train,8.40177985786121e-06
LGBM Basic,Train,0.0010412925499171638
LGBM Basic,Train,0.00027577528118995123
LGBM Basic,Train,0.001842077353241345
LGBM Basic,Train,0.00037602582794084153
LGBM Basic,Train,2.4060051854289766e-07
LGBM Basic,Train,0.0005082503843550562
LGBM Basic,Train,2.7730974609270956e-05
LGBM Basic,Train,2.5696254007319507e-05
LGBM Basic,Train,0.0009326083758045961
LGBM Basic,Train,0.0005458024652292735
LGBM Basic,Train,3.298537661869052e-06
LGBM Basic,Train,0.003714487248201141
LGBM Basic,Train,4.9425988092403744e-05
LGBM Basic,Train,0.9326883685246701
LGBM Basic,Train,0.0027762225876654086
LGBM Basic,Train,0.00021276846783692467
LGBM Basic,Train,1.9013006195809588e-05
LGBM Basic,Train,0.0020824571686569315
LGBM Basic,Train,0.014742759386867421
LGBM Basic,Train,5.94043235142372e-06
LGBM Basic,Train,7.551079698785925e-07
LGBM Basic,Train,2.8487310001282735e-05
LGBM Basic,Train,5.377636304854383e-05
LGBM Basic,Train,8.557418040581599e-06
LGBM Basic,Train,3.486203431403482e-05
LGBM Basic,Train,3.992604204328172e-06
LGBM Basic,Train,0.0012929242016965804
LGBM Basic,Train,0.9744863166107137
LGBM Basic,Train,8.660776476396394e-07
LGBM Basic,Train,0.0003310835971413913
LGBM Basic,Train,1.9861968931891476e-05
LGBM Basic,Train,0.011057488458053455
LGBM Basic,Train,0.00015099887933666905
LGBM Basic,Train,8.451013459561062e-05
LGBM Basic,Train,3.2469891785975256e-05
LGBM Basic,Train,0.001672553241672178
LGBM Basic,Train,5.61735025465106e-05
LGBM Basic,Train,3.932392112298043e-06
LGBM Basic,Train,0.008218689589265785
LGBM Basic,Train,0.0013282206021241897
LGBM Basic,Train,0.00018916733685657826
LGBM Basic,Train,1.6132515515207887e-06
LGBM Basic,Train,0.00011829201620890032
LGBM Basic,Train,0.0005980369745023
LGBM Basic,Train,1.3424360941241876e-06
LGBM Basic,Train,4.322443489520181e-05
LGBM Basic,Train,1.631618179517192e-05
LGBM Basic,Train,0.012786724032101982
LGBM Basic,Train,3.481991921912158e-05
LGBM Basic,Train,3.030695617403707e-07
LGBM Basic,Train,0.039334350240634856
LGBM Basic,Train,0.0006250206174767814
LGBM Basic,Train,0.000140821621700944
LGBM Basic,Train,1.673066386657123e-05
LGBM Basic,Train,0.0004781235571190368
LGBM Basic,Train,0.0003213507052844081
LGBM Basic,Train,0.0007706671554555901
LGBM Basic,Train,3.1422084451594445e-05
LGBM Basic,Train,0.0013356110909971063
LGBM Basic,Train,0.009074711283600002
LGBM Basic,Train,4.0299362573699025e-06
LGBM Basic,Train,7.564035792361835e-07
LGBM Basic,Train,4.520069186910872e-05
LGBM Basic,Train,0.02552413040762163
LGBM Basic,Train,4.242029749978933e-05
LGBM Basic,Train,0.00016354757786203359
LGBM Basic,Train,0.9015647606713476
LGBM Basic,Train,0.010488396289727902
LGBM Basic,Train,0.0003236875211465532
LGBM Basic,Train,2.3708008648834725e-05
LGBM Basic,Train,0.02411878822324013
LGBM Basic,Train,0.00023976731632046672
LGBM Basic,Train,5.3058987649232335e-05
LGBM Basic,Train,1.0570329960988701e-05
LGBM Basic,Train,4.540477180682249e-05
LGBM Basic,Train,3.540537491644754e-05
LGBM Basic,Train,0.001465538830904699
LGBM Basic,Train,0.006044396559565019
LGBM Basic,Train,1.6611692961249794e-05
LGBM Basic,Train,0.00015569748422722337
LGBM Basic,Train,1.1426059182955202e-05
LGBM Basic,Train,0.001506262167242884
LGBM Basic,Train,0.0017181065114471766
LGBM Basic,Train,0.0009642769598474447
LGBM Basic,Train,1.6096409512375192e-05
LGBM Basic,Train,3.846107236246959e-06
LGBM Basic,Train,0.030337282437815274
LGBM Basic,Train,7.574131437217457e-06
LGBM Basic,Train,0.0006311107519901539
LGBM Basic,Train,0.0001423106915707036
LGBM Basic,Train,0.03188537975649968
LGBM Basic,Train,0.0005448906281132886
LGBM Basic,Train,0.0001385880640983421
LGBM Basic,Train,0.017665399557955166
LGBM Basic,Train,2.5023184891447558e-05
LGBM Basic,Train,2.219906508514475e-07
LGBM Basic,Train,1.5535537617394633e-05
LGBM Basic,Train,3.733996613706802e-05
LGBM Basic,Train,0.0007701528339714309
LGBM Basic,Train,0.0014760678718829885
LGBM Basic,Train,0.008537483428059744
LGBM Basic,Train,0.021177347504749065
LGBM Basic,Train,8.118949511978511e-07
LGBM Basic,Train,4.8932210830651445e-05
LGBM Basic,Train,0.0007958317577841365
LGBM Basic,Train,3.479887674344219e-05
LGBM Basic,Train,0.0002045567579217298
LGBM Basic,Train,0.8898503419732258
LGBM Basic,Train,0.0001950591525407247
LGBM Basic,Train,0.00016380137535890952
LGBM Basic,Train,0.0010408015067349436
LGBM Basic,Train,1.7270793034532631e-06
LGBM Basic,Train,0.0018988982700331484
LGBM Basic,Train,6.93531751136451e-06
LGBM Basic,Train,9.542012336338349e-06
LGBM Basic,Train,0.006465575509536885
LGBM Basic,Train,3.533900768850708e-05
LGBM Basic,Train,0.0012178311808352842
LGBM Basic,Train,3.3458566303596993e-06
LGBM Basic,Train,8.868431056458245e-05
LGBM Basic,Train,0.0009220810051754497
LGBM Basic,Train,7.027551109315614e-06
LGBM Basic,Train,0.013884474172035144
LGBM Basic,Train,0.9067821111900626
LGBM Basic,Train,1.6636140682006859e-06
LGBM Basic,Train,0.0014834464072314036
